Adding: Name Gender Date of birth Telephone Postal code 
Adding: Destini Gomez F 15-5-1969 519 701 1319 N2L 6N9 
Adding: Luciano Shoemaker M 1-6-1978 519 771 8266 N2L 6C4 
Adding: Molly Archer F 3-10-1969 519 255 1556 N2L 3O9 
Adding: Elmo Tarbox M 23-3-1974 519 545 7723 N2L 3B4 
Adding: Macy Chao F 13-4-1978 519 786 6554 N2L 1P5 
Adding: Alden Antonucci M 9-2-1968 519 39 3787 N2L 6H2 
Adding: Aiden Kohng M 25-7-1966 519 192 41 N2L 7F4 
Adding: Alden Dyer M 13-12-1978 519 192 8458 N2L 1N5 
Adding: Jaylin Cortes F 13-6-1964 519 454 3686 N2L 8U6 
Adding: Jaylan Woodman M 10-8-1969 519 640 4734 N2L 9M8 
Adding: Dalton Gasol M 21-12-1964 519 244 6806 N2L 7S9 
Adding: Luis Weinberger M 7-8-1987 519 823 8349 N2L 7H9 
Adding: Jayda Wassermann F 14-9-1965 519 275 6220 N2L 4Z6 
Adding: Nicolas Winchcombe M 14-2-1969 519 313 3931 N2L 3O9 
Adding: Miah Kuper F 19-3-1968 519 3 8405 N2L 1H9 
Adding: Jeffery Kwang M 10-11-1974 519 59 5393 N2L 4U6 
Adding: Jamison Shuster M 21-1-1968 519 148 2551 N2L 6Z5 
Adding: Nyah Russo F 19-5-1975 519 580 8672 N2L 8V3 
Adding: Jaylin Castillo F 18-5-1972 519 451 3614 N2L 3S9 
Adding: Coleman Archer M 10-8-1984 519 345 8304 N2L 9W5 
Adding: Robbi Abrego M 7-9-1978 519 482 3550 N2L 1B2 
Adding: Diego Shapiro M 13-1-1968 519 3 8132 N2L 1H9 
Adding: Joslyn Walter F 4-4-1987 519 378 8239 N2L 1Y8 
Adding: Kailey Mancini F 19-5-1977 519 716 6737 N2L 4Q8 
Adding: Jahiem Jacob M 27-4-1964 519 879 7227 N2L 4I3 
Adding: Meaghan Pendergast M 22-9-1981 519 175 2680 N2L 2B6 
Adding: Yun Snavely M 22-6-1996 519 026 9320 N2L 3B2 
Adding: Nasir Castillo M 6-12-1988 519 805 5404 N2L 1T4 
Adding: Herbert Cook M 9-5-1962 519 478 3167 N2L 2J4 
Adding: Jenny Carter F 25-7-1982 519 356 7498 N2L 5J7 
Adding: Mara Chavez F 9-1-1966 519 292 6360 N2L 7F4 
Adding: Colby Xu M 13-10-1978 519 304 4856 N2L 8O8 
Adding: Marianna Weinreich F 21-8-1988 519 251 2815 N2L 7Y9 
Adding: Nicolas Tokarev M 27-6-1981 519 850 7784 N2L 2P8 
Adding: Isaias Donkova M 20-1-1976 519 848 4282 N2L 5O2 
Adding: Isiah Rosen M 10-3-1977 519 600 5570 N2L 5E6 
Adding: Ebony Rowena F 12-3-1970 519 508 2477 N2L 5B5 
Adding: Hudson Peter M 23-12-1980 519 846 3638 N2L 3F1 
Adding: Joyce Salisbury F 20-7-1967 519 560 1068 N2L 6P3 
Adding: Marlon Colville M 17-4-1977 519 545 4525 N2L 5E6 
Adding: Cristian Klutrova M 26-7-1961 519 224 4984 N2L 4H5 
Adding: Theodore Clough M 6-11-1977 519 145 5501 N2L 5E6 
Adding: Maximus Rodham M 28-8-1963 519 277 7527 N2L 4B6 
Adding: Mallory Sommer F 15-6-1974 519 663 5533 N2L 8G6 
Adding: Isaias Susskind M 21-4-1961 519 780 398 N2L 1G3 
Adding: Ivan Tokarev M 28-4-1971 519 296 6677 N2L 5G1 
Adding: Mari Maartens F 1-2-1976 519 687 5459 N2L 5O2 
Adding: Jorge Roberts M 26-5-1972 519 632 8886 N2L 6E4 
Adding: Marcos Woodman M 16-10-1966 519 684 4788 N2L 1A7 
Adding: Hedwig Nightingale M 26-5-1972 519 894 0432 N2L 5B4 
Adding: Jahiem Golden M 2-1-1969 519 313 5799 N2L 6N9 
Adding: Damion Oleksei M 6-4-1975 519 743 7528 N2L 9O4 
Adding: Emmanuel Burrus M 22-4-1986 519 406 8082 N2L 0B0 
Adding: Madyson Steinberg F 17-3-1980 519 676 377 N2L 3T2 
Adding: Nickolas Peter M 4-6-1977 519 8 7711 N2L 5E6 
Adding: Jovany Carrion M 2-5-1978 519 483 4136 N2L 8T8 
Adding: Joslyn Morley F 7-1-1984 519 395 5285 N2L 1N8 
Adding: Ivan Moretti M 14-7-1965 519 330 8479 N2L 4Z6 
Adding: Dashawn Sisia M 28-12-1980 519 180 607 N2L 3T2 
Adding: Nico Lombardi M 24-6-1970 519 545 5935 N2L 5B5 
Adding: Alejandro Xu M 15-2-1982 519 233 2757 N2L 4I4 
Adding: Noelia Salisbury F 21-4-1978 519 655 6788 N2L 6K8 
Adding: Joel Kan M 26-7-1973 519 6 4418 N2L 3C6 
Adding: Nicolette Ford F 1-3-1982 519 200 6891 N2L 8J3 
Adding: Dylan Brown F 8-10-1975 519 57 1670 N2L 9A7 
Adding: Myles Marino M 24-3-1988 519 96 6661 N2L 8K6 
Adding: Mireya Zagorinskay F 2-1-1983 519 802 3588 N2L 8E8 
Adding: Dario Oleksei M 23-3-1969 519 377 8190 N2L 9M8 
Adding: Derek Cano M 15-7-1984 519 319 711 N2L 6Z5 
Adding: Karly Chao F 5-4-1974 519 612 93 N2L 4U6 
Adding: Kari Kochetkova F 20-10-1975 519 696 1268 N2L 9I6 
Adding: Cora Ulyanov F 16-4-1974 519 899 3950 N2L 4N5 
Adding: Jace Lykins M 15-12-1966 519 611 1048 N2L 1L5 
Adding: Devan Guan M 7-3-1978 519 138 4622 N2L 1N5 
Adding: Mina Reimann F 24-1-1970 519 443 7692 N2L 2U4 
Adding: Dana Giertz F 7-5-1977 519 688 7087 N2L 4Q8 
Adding: Phoenix Strauss M 20-12-1978 519 819 176 N2L 1N5 
Adding: Otto Xu M 14-10-1970 519 376 9081 N2L 8Z1 
Adding: Madeline Chavez F 10-11-1988 519 681 7145 N2L 7Y9 
Adding: Viviana Bissonnette M 24-6-1978 519 250 9370 N2L 0B1 
Adding: Kadin Rosenberg M 16-2-1980 519 675 1792 N2L 8G3 
Adding: Jaycee Cano F 28-7-1983 519 504 5440 N2L 9C4 
Adding: Mara Carrion F 3-3-1977 519 842 3695 N2L 4T2 
Adding: Brian Bevacqua M 13-1-1962 519 223 2333 N2L 2B4 
Adding: Jaylin Butcher M 7-6-1975 519 624 4331 N2L 4Z4 
Adding: Macy Cook F 24-6-1975 519 278 238 N2L 4P2 
Adding: Madelynn Rashchupkina F 25-1-1963 519 14 3713 N2L 3U2 
Adding: Rosina Shoemaker F 10-7-1982 519 623 595 N2L 8J6 
Adding: Madeleine Tolstov F 19-6-1978 519 427 1643 N2L 6C4 
Adding: Osbaldo Wang M 18-3-1971 519 197 8311 N2L 5G1 
Adding: Aliya Lam F 4-2-1966 519 157 5149 N2L 1Y9 
Adding: Trinity Ferretti M 13-1-1984 519 720 0795 N2L 1B5 
Adding: Malia Richard F 15-1-1988 519 195 4315 N2L 8K6 
Adding: Alina Strauss F 5-12-1964 519 565 8546 N2L 8U6 
Adding: Madisen Schultz F 14-11-1983 519 329 4277 N2L 9C4 
Adding: Marianna Oei F 11-3-1972 519 519 6071 N2L 6E4 
Adding: Demetrius Wang M 24-11-1974 519 558 2172 N2L 6E8 
Adding: Mallory Goh F 13-10-1983 519 604 2017 N2L 8S7 
Adding: Jaydon Oleshuk M 3-2-1985 519 503 1504 N2L 1S6 
Adding: Maxim Reynard M 6-12-1968 519 164 7393 N2L 6Z5 
Adding: Darnell Kokorev M 10-9-1985 519 770 2391 N2L 1S6 
Adding: Jazmine Mayer F 13-7-1961 519 531 5991 N2L 2E3 
Adding: Nickolas Archer M 17-10-1984 519 702 4698 N2L 3L6 
Adding: Ernst Neuberger M 4-5-1979 519 447 8269 N2L 3G3 
Adding: Jerome Ashby M 16-5-1983 519 90 5661 N2L 8E8 
Adding: Mahdi Khan M 15-12-1964 519 773 1148 N2L 4I3 
Adding: Tran Collins M 13-2-1974 519 920 0421 N2L 5B1 
Adding: Jordyn Sully F 15-5-1977 519 407 5885 N2L 5E6 
Adding: Margarethe Barishnikov F 6-6-1985 519 191 4203 N2L 3S2 
Adding: Julianne Sanxay F 28-10-1977 519 645 2854 N2L 4L3 
Adding: Kate Omelchenko F 8-11-1975 519 769 41 N2L 9O4 
Adding: Macey Weitzman F 26-9-1977 519 585 6079 N2L 6Z8 
Adding: Kaley Dorogaia F 9-12-1978 519 615 2950 N2L 8O8 
Adding: Madalynn Cisneros F 10-5-1964 519 43 2282 N2L 2V6 
Adding: Clayton Schultz M 21-8-1969 519 378 5730 N2L 2N6 
Adding: Jayde Wennermark F 5-12-1969 519 431 3232 N2L 6Y9 
Adding: Deonte Thomas M 5-9-1984 519 348 6991 N2L 4Q1 
Adding: Madeline Giordano F 3-9-1978 519 172 2128 N2L 6C4 
Adding: Jeff Ralph M 13-1-1978 519 203 4483 N2L 1P5 
Adding: Luciano Giertz M 3-10-1974 519 716 2625 N2L 4U6 
Adding: Todd Waldenburg M 7-10-1970 519 673 3463 N2L 2U4 
Adding: Justin D'Aubigne M 24-8-1961 519 124 8286 N2L 5M1 
Adding: Dillan Ashby M 13-1-1961 519 860 1684 N2L 7L6 
Adding: Hollis Willimas M 24-1-1995 519 851 6233 N2L 7B4 
Adding: Joana Giordano F 25-3-1967 519 655 6390 N2L 6L7 
Adding: Delana Beno M 24-8-1987 519 664 3955 N2L 0B7 
Adding: Johanna Day F 5-7-1981 519 134 4652 N2L 7T1 
Adding: Macie Plessis F 10-12-1974 519 493 6387 N2L 3G1 
Adding: Osvaldo Chekhol M 27-1-1961 519 211 2477 N2L 7L6 
Adding: Clementine Spoor M 9-9-1998 519 550 7412 N2L 7B5 
Adding: Makena Fields F 2-11-1968 519 630 6181 N2L 2R2 
Adding: Deanna Susskind F 4-12-1960 519 734 3881 N2L 3P3 
Adding: Jeffrey Johnson M 10-3-1978 519 473 8458 N2L 1P5 
Adding: Mikaela Ukhtomsky F 3-2-1968 519 475 4055 N2L 2C8 
Adding: Phillip Wassermann M 28-7-1981 519 8 7089 N2L 1B8 
Adding: Kailee Rousseau F 15-12-1985 519 437 6313 N2L 9E4 
Adding: Luz Lamberth M 1-10-1964 519 080 1372 N2L 1B5 
Adding: Joseph Chew M 19-5-1977 519 438 7137 N2L 6W3 
Adding: Juan Castillo M 13-12-1968 519 34 1180 N2L 2C8 
Adding: Darion Russell M 27-9-1968 519 521 2008 N2L 6H2 
Adding: Christina Cooper F 15-12-1977 519 703 5336 N2L 3D2 
Adding: Maria Oleshuk F 2-3-1967 519 317 7401 N2L 6P3 
Adding: Juliana Richard F 5-2-1986 519 648 3365 N2L 8N6 
Adding: Jaylin Stwalley F 4-6-1971 519 50 6045 N2L 5G1 
Adding: Diane Ng F 9-5-1966 519 576 3447 N2L 1A7 
Adding: Dakota Stern F 11-4-1988 519 568 7811 N2L 6D1 
Adding: Catharina Rudine F 9-1-1964 519 35 8682 N2L 9G3 
Adding: Jake Mackenzie M 18-8-1964 519 894 2561 N2L 7S9 
Adding: Quyen Roberds M 22-10-1961 519 832 9327 N2L 5B6 
Adding: Nathan Rossi M 20-5-1963 519 651 6504 N2L 3U2 
Adding: Kaleigh Neuberger F 28-12-1975 519 858 4450 N2L 8V3 
Adding: Isaiah Wimund M 19-7-1971 519 69 5285 N2L 6R9 
Adding: Danielle Jian F 3-2-1966 519 367 4178 N2L 1Y9 
Adding: Danny Chiu M 25-7-1969 519 597 4312 N2L 5U3 
Adding: Margarita Knivelyova F 20-7-1969 519 89 8157 N2L 2F3 
Adding: Marcella Fields F 16-7-1962 519 769 3256 N2L 2J4 
Adding: Darin Stapleton M 17-3-1982 519 96 8609 N2L 6R1 
Adding: Davin Smith M 5-9-1977 519 539 8024 N2L 3D2 
Adding: Justyn Stein M 27-9-1963 519 590 7654 N2L 9Y7 
Adding: Fawwaaz Sultan F 9-11-1972 519 436 8293 N2L 8Q5 
Adding: Mallory Ng F 15-8-1965 519 415 4227 N2L 2J5 
Adding: Mauricio Colville M 8-10-1988 519 805 1691 N2L 9B3 
Adding: Jarod Hoover M 24-1-1977 519 449 6198 N2L 2Q9 
Adding: Makenna Chaves F 3-9-1967 519 271 3646 N2L 3C6 
Adding: Jaydon Wang M 12-12-1967 519 429 3071 N2L 3C6 
Adding: Mitchel Rye M 2-2-1980 519 727 4479 N2L 6I4 
Adding: Mohammad Sanxay M 24-12-1977 519 288 1839 N2L 6Z8 
Adding: Clifton Smith M 26-11-1970 519 510 688 N2L 5B5 
Adding: Dante Baranski M 17-3-1964 519 153 5312 N2L 2K1 
Adding: Milo Gutierrez M 16-11-1978 519 136 3038 N2L 1P5 
Adding: Juliana Mackenzie F 25-5-1972 519 130 817 N2L 8Z1 
Adding: Deangelo Goh M 24-12-1967 519 585 2758 N2L 4M5 
Adding: Madalynn Wong F 25-4-1964 519 325 8980 N2L 7F6 
Adding: Maximus Danielson M 7-10-1977 519 379 5872 N2L 3D2 
Adding: Moses Sommer M 19-5-1966 519 575 3509 N2L 7F4 
Adding: Molly Zacharov F 14-8-1964 519 50 951 N2L 7E9 
Adding: Patrick Danielson M 11-5-1965 519 679 322 N2L 8B7 
Adding: Trent Costa M 19-7-1961 519 523 7882 N2L 7L6 
Adding: Madison Rousseau F 23-8-1967 519 174 3463 N2L 4M5 
Adding: Lyndsey Wibert F 6-4-1976 519 453 8580 N2L 8G4 
Adding: Julia Meier F 14-4-1972 519 453 1639 N2L 8Q5 
Adding: Darlene Kong F 13-6-1963 519 687 6543 N2L 1A8 
Adding: Mari Vasser F 4-4-1967 519 143 2767 N2L 7Q7 
Adding: Kaleigh Teo F 26-12-1975 519 248 8863 N2L 4Z4 
Adding: Alexandra Richmond F 7-9-1983 519 812 1835 N2L 2M1 
Adding: Joshua Wee M 13-1-1968 519 46 7373 N2L 7U5 
Adding: Jenifer Roderick F 17-6-1967 519 872 114 N2L 5K5 
Adding: Justice Nuthall M 6-9-1961 519 645 6589 N2L 4H5 
Adding: Lucas Pomeroy M 21-7-1967 519 649 5977 N2L 3C6 
Adding: Kasie Conely M 7-11-1972 519 796 4530 N2L 6B0 
Adding: Earnestine Hodel M 24-10-1984 519 740 2882 N2L 5B5 
Adding: Hunter Carpenter M 6-4-1977 519 413 5743 N2L 6Z8 
Adding: Julia Bower F 27-8-1984 519 533 4656 N2L 9W5 
Adding: Mandy Bauer F 16-10-1972 519 624 4709 N2L 3S9 
Adding: Pablo Coello M 15-6-1984 519 436 4657 N2L 1N8 
Adding: Adriana Lin F 4-7-1982 519 264 1658 N2L 6R1 
Adding: Jazlyn Richmond F 23-3-1980 519 666 2866 N2L 3T2 
Adding: Karley Knoroz F 4-1-1975 519 156 9028 N2L 2Q2 
Adding: Dashawn Ford M 6-10-1984 519 631 2087 N2L 6Z5 
Adding: Sheba Starkes M 9-6-1962 519 249 2578 N2L 1B7 
Adding: Ernst Gibbs M 24-3-1977 519 755 7303 N2L 3D2 
Adding: Cole Wieder M 3-4-1966 519 282 7448 N2L 4B4 
Adding: Lyndsey Streeter M 3-12-1975 519 107 9410 N2L 0B4 
Adding: Neil Wu M 23-9-1960 519 659 4791 N2L 2V6 
Adding: Sawyer Thomas M 4-5-1975 519 1 1303 N2L 9O4 
Adding: Adrianna Sarisbury F 16-1-1968 519 569 8243 N2L 2C8 
Adding: Deanna Salisbury F 21-1-1971 519 700 4591 N2L 6R9 
Adding: Jessie Poindexter F 28-1-1975 519 494 4433 N2L 8V3 
Adding: Macy Gonzalez F 10-4-1971 519 859 1993 N2L 4H7 
Adding: Katelyn Hoe F 26-7-1978 519 563 8120 N2L 1P5 
Adding: Nash Stern M 25-5-1963 519 274 3711 N2L 1A8 
Adding: Shenika Hewlett M 10-8-1965 519 317 7775 N2L 6B5 
Adding: Jessie Machin F 2-10-1975 519 433 7127 N2L 9O4 
Adding: Jay Susskind M 9-11-1963 519 459 5827 N2L 2L1 
Adding: Makena Lombardi F 10-2-1969 519 632 2808 N2L 5U5 
Adding: Cynthia He F 24-9-1985 519 562 2760 N2L 9E4 
Adding: Alejandro Theobald M 7-2-1984 519 112 3428 N2L 8C4 
Adding: Ian Cline M 9-5-1974 519 396 5170 N2L 4N5 
Adding: Abel Worth M 14-5-1973 519 627 5609 N2L 1R4 
Adding: Maxwell Richard M 27-2-1967 519 568 8706 N2L 4M5 
Adding: Dakota Kokorev M 18-9-1964 519 221 5373 N2L 9E6 
Adding: Isaias Gottberg M 22-10-1980 519 774 2085 N2L 9Y3 
Adding: David Bailey M 24-7-1977 519 771 1672 N2L 4L3 
Adding: Danielle Cotto F 17-4-1985 519 313 1609 N2L 9E4 
Adding: Addison Danielson F 27-5-1967 519 5 4657 N2L 7Q7 
Adding: Natalia Wood F 5-9-1963 519 744 4848 N2L 9D5 
Adding: Jaren Archer M 4-1-1978 519 534 4157 N2L 1P5 
Adding: Nico Machin M 2-3-1984 519 170 5534 N2L 9B2 
Adding: Maegan Gottberg F 21-11-1962 519 198 8939 N2L 2J4 
Adding: Myra Butcher F 1-10-1980 519 272 4058 N2L 3F1 
Adding: Kali Rowley F 17-7-1978 519 597 5051 N2L 9A3 
Adding: Oswaldo Lepushin M 4-10-1985 519 371 8196 N2L 9A5 
Adding: Conor Zadorozhnyi M 10-10-1977 519 571 6548 N2L 6Z8 
Adding: Damaris Trotter F 24-12-1965 519 143 7601 N2L 4Z6 
Adding: Marquise Cline M 18-4-1981 519 226 8864 N2L 7T1 
Adding: Coby Reynold M 27-11-1983 519 562 2299 N2L 8E8 
Adding: Martin Nelson M 24-9-1973 519 204 2912 N2L 5S1 
Adding: Jennifer Archer F 25-12-1961 519 72 8813 N2L 6A2 
Adding: Aden Stwalley M 19-5-1969 519 705 2375 N2L 4F1 
Adding: Juliet Ho F 17-9-1982 519 158 4182 N2L 9R4 
Adding: Mikaela Weimer F 17-8-1980 519 696 1837 N2L 6I4 
Adding: Jorge Sternberg M 11-11-1969 519 448 3606 N2L 2F3 
Adding: Julius Susskind M 6-10-1964 519 442 6862 N2L 2W5 
Adding: Kailey Barabanschikova F 12-2-1963 519 768 246 N2L 1A8 
Adding: Hugo Jacob M 10-4-1969 519 546 181 N2L 9M8 
Adding: Pierre Murgatroyd M 18-9-1976 519 774 2428 N2L 6V8 
Adding: Jenny Huang F 21-8-1984 519 594 3333 N2L 3L6 
Adding: Margaret Raskolnikov F 2-1-1968 519 164 6154 N2L 1H9 
Adding: Gidget Arel M 26-7-1975 519 402 6005 N2L 9B3 
Adding: Maria Cheever F 18-8-1967 519 165 6813 N2L 1V6 
Adding: Maddison Klein F 24-6-1988 519 872 8511 N2L 7Y9 
Adding: Mariana Chavez F 27-5-1964 519 61 1926 N2L 4I3 
Adding: Jenifer Proctor F 11-7-1974 519 140 8056 N2L 8G6 
Adding: Porter Golden M 5-10-1970 519 800 905 N2L 8Z1 
Adding: Jovany Rizzo M 23-7-1967 519 599 6792 N2L 4M5 
Adding: Harold Grosha M 11-11-1983 519 121 4921 N2L 9C4 
Adding: Malia Wu F 12-12-1969 519 402 6888 N2L 5U5 
Adding: Jase Johnson M 12-12-1975 519 50 4735 N2L 5U4 
Adding: Mariana Cano F 19-1-1975 519 761 3057 N2L 9O4 
Adding: Maci Mackenzie F 2-5-1969 519 728 5003 N2L 3O9 
Adding: Miguel Rasputin M 21-2-1984 519 399 1658 N2L 5O2 
Adding: Cody Lepechin M 21-2-1963 519 636 7681 N2L 5P4 
Adding: Denzel Rosenberg M 4-6-1984 519 325 3564 N2L 3L6 
Adding: Mariano Cheever M 26-8-1985 519 798 7423 N2L 8S8 
Adding: Jena Neuman F 12-9-1966 519 692 1504 N2L 6B6 
Adding: Jack Whitney M 18-1-1962 519 309 2980 N2L 1L9 
Adding: Jordyn Weiss F 9-11-1972 519 781 7145 N2L 3M9 
Adding: Savion Elliott M 14-3-1985 519 81 950 N2L 1S6 
Adding: Jenna Reimann F 13-7-1969 519 776 8549 N2L 9M8 
Adding: Harrison Ng M 19-6-1960 519 137 1781 N2L 2V6 
Adding: Madalynn Castillo F 26-3-1988 519 335 6943 N2L 8L8 
Adding: Alexandra Stapleton F 28-2-1976 519 8 6143 N2L 8G4 
Adding: Maeve Koch F 23-9-1979 519 483 6089 N2L 3G3 
Adding: Desirae Wang F 12-9-1977 519 528 9027 N2L 4L3 
Adding: Journey Cherchesov F 8-7-1988 519 401 292 N2L 8L8 
Adding: Crystal Kwan F 3-1-1963 519 854 1847 N2L 7W8 
Adding: Adam Roberts M 1-4-1962 519 225 6559 N2L 8P5 
Adding: Walter Marino M 24-11-1968 519 604 6743 N2L 3A3 
Adding: Jazmin Khong F 5-12-1982 519 321 3590 N2L 8J3 
Adding: Julia Ralph F 3-2-1970 519 292 5173 N2L 3C7 
Adding: Makayla Read F 28-8-1982 519 90 6286 N2L 9R4 
Adding: Shamar Day M 16-8-1973 519 833 4584 N2L 1Y4 
Adding: Alisa Shakespeare F 11-3-1975 519 688 2550 N2L 9I6 
Adding: Daryl Marais M 14-7-1963 519 329 2947 N2L 2L1 
Adding: Francesca Mcdavis M 5-10-1987 519 596 8233 N2L 9B3 
Adding: Sergio Eisenhower M 3-11-1969 519 605 5422 N2L 3O9 
Adding: Mariana Mancini F 24-10-1976 519 363 7091 N2L 6V8 
Adding: Heriberto Martin M 22-9-1971 519 202 3612 N2L 6R9 
Adding: Jean Day M 25-7-1978 519 730 1377 N2L 6K8 
Adding: Nia Wischard F 22-5-1967 519 214 4919 N2L 1V6 
Adding: Lyndsey Whitney F 14-3-1966 519 531 4525 N2L 6B6 
Adding: Colten Baronova M 22-10-1984 519 17 7035 N2L 5O2 
Adding: Abigale Lee F 5-9-1966 519 771 2812 N2L 1Y9 
Adding: Julio Chavez M 16-11-1980 519 724 9034 N2L 6I4 
Adding: Myra Walker F 4-9-1969 519 145 2642 N2L 4F1 
Adding: Jayde Reinard F 26-1-1982 519 382 4127 N2L 6R1 
Adding: Justyn Sigismund M 11-11-1977 519 638 4685 N2L 4L3 
Adding: Darrin Maartens M 25-9-1964 519 256 1514 N2L 1Q5 
Adding: Marianna Randal F 5-12-1966 519 404 3807 N2L 2C7 
Adding: Jacob Cartee M 21-12-1994 519 113 1637 N2L 0B6 
Adding: Jacoby Sweet M 7-1-1975 519 516 3245 N2L 9O4 
Adding: Kaia Theobald F 7-9-1974 519 330 4801 N2L 8G6 
Adding: Milo Gottberg M 10-2-1964 519 900 8000 N2L 1Q5 
Adding: Percy Brogden M 20-9-1999 519 165 3939 N2L 6B2 
Adding: Jessica Klein F 23-8-1979 519 875 8425 N2L 8W5 
Adding: Deanna Kochetkova F 15-11-1967 519 292 402 N2L 5Z3 
Adding: Deonte Lin M 5-4-1977 519 760 7045 N2L 4L3 
Adding: Jacoby Carlson M 27-5-1969 519 801 1823 N2L 9M8 
Adding: Jayda Abelev F 26-3-1969 519 379 7053 N2L 9H2 
Adding: Hunter Carlson M 28-7-1974 519 472 2233 N2L 6E8 
Adding: Julius Coello M 15-1-1974 519 185 6563 N2L 3G1 
Adding: Omarion Wolfson M 16-7-1975 519 150 8872 N2L 9O4 
Adding: Karlie Garcia F 12-6-1977 519 233 2899 N2L 4L3 
Adding: Montana Capetillo F 3-5-1961 519 507 4745 N2L 6A2 
Adding: Dania Wang F 28-2-1986 519 836 6587 N2L 5F1 
Adding: Pierce Ogonyok M 25-9-1963 519 559 1410 N2L 3U2 
Adding: Issac Brandt M 2-4-1963 519 379 1238 N2L 3U2 
Adding: Karla Kokorev F 22-2-1980 519 715 5900 N2L 9Y3 
Adding: Richard Sturdevant M 24-1-1987 519 456 1557 N2L 0B4 
Adding: Dakota Leontev F 18-7-1988 519 404 7846 N2L 1T4 
Adding: Alessandro Oleneva M 24-1-1963 519 72 6382 N2L 9D5 
Adding: Maddison Kwan F 12-12-1971 519 858 6476 N2L 5G1 
Adding: Sawyer Elliott M 4-1-1974 519 617 287 N2L 8G6 
Adding: Juliette Chong F 24-2-1976 519 194 7375 N2L 6V8 
Adding: Ahmad Gardner  M 7-10-1968 519 794 4512 N2L 3A3 
Adding: Darius Ho M 28-7-1973 519 2 1677 N2L 8X5 
Adding: Maleah Castro F 24-12-1965 519 738 0 N2L 2B2 
Adding: Jagger Barishnikov M 2-11-1964 519 692 8748 N2L 9E6 
Adding: Tony Shultz M 28-2-1976 519 898 110 N2L 6V8 
Adding: Nathaniel Trotter M 21-10-1986 519 488 6387 N2L 2M2 
Adding: Colton Tolstov M 11-6-1973 519 291 7758 N2L 1R4 
Adding: Jillian Scarborough F 10-8-1977 519 420 8844 N2L 5E6 
Adding: Lakenya Mull M 4-7-1980 519 174 8807 N2L 6B8 
Adding: Nelson Garcia M 2-4-1969 519 283 7647 N2L 2F3 
Adding: Alejandra Chew F 17-3-1970 519 805 8176 N2L 1K4 
Adding: Jaycee Kim F 1-8-1977 519 548 692 N2L 4Q8 
Adding: Julia Cano F 1-9-1980 519 110 9054 N2L 3T2 
Adding: Jordan Jan F 16-12-1967 519 700 8706 N2L 7Q7 
Adding: Joselyn Martin F 14-8-1971 519 622 3625 N2L 4K6 
Adding: Joshua Ramsden M 17-1-1980 519 886 5349 N2L 6T6 
Adding: Maia Cheever F 8-9-1975 519 165 8976 N2L 2Q2 
Adding: Akira Antsyforov F 17-6-1984 519 120 1762 N2L 9B2 
Adding: Jaylene Sawyer F 20-9-1978 519 695 698 N2L 3C3 
Adding: Angelita Sleeper M 2-7-1975 519 678 3796 N2L 9B4 
Adding: Addison Carter M 12-12-1985 519 142 4456 N2L 1S6 
Adding: Todd Cooper M 21-1-1974 519 873 7736 N2L 4U6 
Adding: Milton He M 10-4-1979 519 503 543 N2L 5J1 
Adding: Noelia Ogonyok F 21-1-1979 519 150 8464 N2L 5F8 
Adding: Cooper Martin M 20-1-1977 519 25 5230 N2L 6W3 
Adding: Shamar Huang M 10-6-1982 519 453 1134 N2L 5J7 
Adding: Insaaf Rehman F 6-8-1964 519 364 8684 N2L 7F6 
Adding: Dashawn Colville M 15-2-1970 519 489 7531 N2L 6I9 
Adding: Cyrus Carpenter M 11-4-1979 519 295 3169 N2L 5F8 
Adding: Jamal Rodland M 28-6-1973 519 479 80 N2L 8X5 
Adding: Heinrich Rosen M 13-10-1975 519 352 2834 N2L 9O4 
Adding: Nicole Guzman F 5-3-1969 519 47 6903 N2L 5S9 
Adding: Maleah Eisenhower F 23-12-1960 519 518 1404 N2L 1A6 
Adding: Nataly Randal F 9-5-1984 519 371 630 N2L 3L6 
Adding: Tiny Cashen M 25-8-1996 519 257 3519 N2L 1B1 
Adding: Philip Goung M 14-11-1975 519 654 7243 N2L 9I6 
Adding: Jalen Guzman M 15-12-1982 519 908 7390 N2L 4I4 
Adding: Norman Ooi M 23-4-1979 519 595 7209 N2L 5F8 
Adding: Maggie Wong F 22-4-1964 519 742 1569 N2L 5T6 
Adding: Jolie Swithin F 13-6-1966 519 637 3664 N2L 6B6 
Adding: Maribel Goung F 20-6-1978 519 715 4619 N2L 3C3 
Adding: Nataly Cobo F 1-5-1968 519 61 381 N2L 6Z5 
Adding: Micheal Wischard M 19-10-1968 519 262 3621 N2L 7U5 
Adding: Dalia Cru F 9-9-1967 519 230 8783 N2L 1V6 
Adding: Jase Reed M 1-1-1980 519 140 2499 N2L 9Y3 
Adding: Conor Grant M 5-3-1981 519 601 637 N2L 2P8 
Adding: Maia Skeffington F 6-7-1966 519 282 4938 N2L 9F2 
Adding: Jaheim Kochetkova M 24-5-1972 519 607 2619 N2L 3S9 
Adding: Devyn Baronova F 9-4-1963 519 240 2223 N2L 1A8 
Adding: Joy Nelson F 28-1-1986 519 290 3412 N2L 5F1 
Adding: Neil Cru M 14-9-1977 519 481 7478 N2L 2Q9 
Adding: Matthew Heilemann M 22-9-1970 519 383 6494 N2L 3C7 
Adding: Isaak Rosen M 10-4-1966 519 15 5596 N2L 1F4 
